job_title,company_name,city,location,salary,salary_currency,seniority_level,experience_required,employment_type,remote_type,industry,education_required,has_equity,has_bonus,has_remote_benefits,skills_required,job_description,job_link,job_id,source_website,dedup_key,is_faang,cost_of_living_index,date_posted_raw,applicant_count,currency,company_rating,salary_estimate_type
Senior Go Developer (f/m/d) – Focus on gRPC & Enterprise Applications,Natuvion GmbH,"Berlin, Germany",Homeoffice in 10117 Berlin,,EUR,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://de.indeed.com/rc/clk?jk=f79d65d2a78741bc&bb=38VHytCDRMpsihLZ8_o_GzQlCy6oxAZ7qWknuzjOuYOHsE1EkmiSaLh3lHUcT-HaJdQHcXhqR3KIDrEJbHJGHs5uVhB0oaegp45iy9dgYN6g0i5AI-sJoC_bahvXhMD9&xkcb=SoCn67M3lNvVgiTCbZ0FbzkdCdPP&fccid=2291be8d1e9f9ed4&vjs=3,f79d65d2a78741bc,Indeed,ad1edbe0a35f,0,70,,,EUR,,
Lead Member of technical Staff,,"Berlin, Germany",Chennai,,EUR,Staff (8+ years),8+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/lead-member-of-technical-staff-athenahealth-JV_IC2833209_KO0,30_KE31,43.htm?jl=1010061195276",,Glassdoor,f40b46222457,0,70,,,EUR,,
Senior Ruby Engineer (Remote),Consultport,"Berlin, Germany",Homeoffice in Berlin,,EUR,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://de.indeed.com/rc/clk?jk=af5fdbaa024617f5&bb=38VHytCDRMpsihLZ8_o_G4X5n8j-ikNzjmfoPZSz0mFHNbok7PdwOjhAhtAsLS-XeVZL-nXq4bbYJITjdmpCBc5EAan2uyu0g696QqF2vlPzNXUcuxKyNEDvsk3BsjAf&xkcb=SoA067M3lNvVgiTCbZ0bbzkdCdPP&fccid=c1294ba1e4f522a0&vjs=3,af5fdbaa024617f5,Indeed,0ba43143758a,0,70,,,EUR,,
Data Engineer - X Delivery,,"Berlin, Germany",Gurgaon,,EUR,Mid-Level (2-5 years),2-5 years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/data-engineer-x-delivery-boston-consulting-group-JV_IC2921225_KO0,24_KE25,48.htm?jl=1009908672596",,Glassdoor,7e0ec2020930,0,70,,,EUR,,
Senior Instructional Designer,,"Berlin, Germany",Bengaluru,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/senior-instructional-designer-empower-JV_IC2940587_KO0,29_KE30,37.htm?jl=1010051703169",,Glassdoor,ca2448742265,0,70,,,EUR,,
(Junior) AI Architect / AI Engineer with a focus on architecture (m/f/d),M2. technology & project consulting GmbH,"Berlin, Germany",Hybrides Arbeiten in 10437 Berlin,,EUR,Entry Level (0-2 years),0-2 years,,On-site,,,False,False,False,,,https://de.indeed.com/rc/clk?jk=523de35db7bea7db&bb=38VHytCDRMpsihLZ8_o_G_zrBRuPIl3fWd-QFGmMnraQwnMNt3FtJfsIf_qi9VWpBNamTuI4HMez-3UGn37j5i5M1RHsxdy9uRiLVR550_2PH9GYa3kC8bnstVfzwISb&xkcb=SoCA67M3lNvVgiTCbZ0abzkdCdPP&fccid=8c7e075cbfa5be64&vjs=3,523de35db7bea7db,Indeed,14fcc277b301,0,70,,,EUR,,
AI Engineer,Omega AI HPC Pty Ltd,"Sydney, Australia",Sydney NSW 2000,,AUD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://au.indeed.com/rc/clk?jk=43c8412aae0cd8bb&bb=x-N1pPUFdnL1knZPqUla6R8ENBIlaMx8e6FZ-rhtzNYjQjXmcFcRODnUTsbx9lTh_O0sumNmuT-S6pOulI_z07Yts4j38g7g4cU3fG_oWzI6hphZKs6ESyb91X5UYgQf&xkcb=SoDD67M3lNswpYRWDh0HbzkdCdPP&fccid=1116f17d41334d31&vjs=3,43c8412aae0cd8bb,Indeed,85c953abc7d0,0,85,,,AUD,,
"Senior Software Engineer, Enterprise Singapore",GVT Government Technology Agency (GovTech),Singapore,Bugis,,SGD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=260ab78f7e2ff112&bb=3r9W94mx5mudRSCxLJSrNNHmMMK8A4AXPGxBr6mExlmrIrOKpOkFc9Eo6YjD4jfvJfk2ciM-F_BtWrkbNEyWP_BRM5mb9mUf1TDhih8wqfgMkpOD3o00Jd0vRNSZtyXa&xkcb=SoDS67M3lNhiyESL7h0LbzkdCdPP&fccid=3b9a5811a8b6410b&vjs=3,260ab78f7e2ff112,Indeed,4273b0591539,0,88,,,SGD,,
Data Engineer II,Merrick Bank,"Dubai, UAE","South Jordan, UT 84095",,AED,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=5317df909c9130b6&bb=OIKb44SSwzBpwZhXftIlvnraH_n8VVtUnvaOj4Wijit5lH9bU_C26b8x2tNJWvJicA8I2FWC4E9GeKnxrt6BDicsW8IFBwYDcsjjqjR7QvXVQE4BqI7F_zwa5P9Gy1ntJnhDUW-x1cQ%3D&xkcb=SoBU67M3lNhwbEwvyR0dbzkdCdPP&fccid=4aeffbd8cbc7ce30&vjs=3,5317df909c9130b6,Indeed,5dc209e5cad4,0,68,,,AED,,
Senior Software Engineer - Java & React,,"Berlin, Germany",Bengaluru,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/senior-software-engineer-java-react-empower-JV_IC2940587_KO0,35_KE36,43.htm?jl=1010027380175",,Glassdoor,b29931749608,0,70,,,EUR,,
DevOps Engineer,,"Berlin, Germany",Bengaluru,,EUR,Mid-Level (2-5 years),2-5 years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/devops-engineer-optum-JV_IC2940587_KO0,15_KE16,21.htm?jl=1010021559050",,Glassdoor,5bd090a82dd9,0,70,,,EUR,,
Senior Engineer Software - Java Fullstack,,"Berlin, Germany",Bengaluru,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/senior-engineer-software-java-fullstack-empower-JV_IC2940587_KO0,39_KE40,47.htm?jl=1010027380244",,Glassdoor,8e506399348d,0,70,,,EUR,,
Senior Software Engineer,,"Berlin, Germany",Bengaluru,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/senior-software-engineer-empower-JV_IC2940587_KO0,24_KE25,32.htm?jl=1010027380191",,Glassdoor,9bbd7143db7d,0,70,,,EUR,,
Senior Software Engineer - X Delivery,,"Berlin, Germany",Bengaluru,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/senior-software-engineer-x-delivery-boston-consulting-group-JV_IC2940587_KO0,35_KE36,59.htm?jl=1009894285267",,Glassdoor,a60111a7f17a,0,70,,,EUR,,
"Manager Software Engineering - AI/ML, Java, React, Azure",,"Berlin, Germany",Bengaluru,,EUR,Mid-Level (2-5 years),2-5 years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/manager-software-engineering-ai-ml-java-react-azure-optum-JV_IC2940587_KO0,51_KE52,57.htm?jl=1010041295365",,Glassdoor,7a4950572669,0,70,,,EUR,,
Senior Software Engineering Lead,,"Berlin, Germany",Hyderābād,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/senior-software-engineering-lead-optum-JV_IC2865319_KO0,32_KE33,38.htm?jl=1010035085964",,Glassdoor,b2393e7f43c8,0,70,,,EUR,,
Lead Software Engineer,,"Berlin, Germany",Bengaluru,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/lead-software-engineer-empower-JV_IC2940587_KO0,22_KE23,30.htm?jl=1010049792019",,Glassdoor,0c965a2329dc,0,70,,,EUR,,
Senior Software Engineering Lead - Cloud DevOps with Python,,"Berlin, Germany",Hyderābād,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/senior-software-engineering-lead-cloud-devops-with-python-optum-JV_IC2865319_KO0,57_KE58,63.htm?jl=1010070160359",,Glassdoor,0fddae24d17f,0,70,,,EUR,,
Software Engineer,,"Berlin, Germany",Bengaluru,,EUR,Mid-Level (2-5 years),2-5 years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/software-engineer-empower-JV_IC2940587_KO0,17_KE18,25.htm?jl=1010057846781",,Glassdoor,c726d7f3f675,0,70,,,EUR,,
Manager Software Engineering,,"Berlin, Germany",Bengaluru,,EUR,Mid-Level (2-5 years),2-5 years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/manager-software-engineering-optum-JV_IC2940587_KO0,28_KE29,34.htm?jl=1010048157869",,Glassdoor,32cb638bf623,0,70,,,EUR,,
Lead Robotics & Automation Engineer (Internal Integrator),,"Berlin, Germany",Jalandhar,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/lead-robotics-automation-engineer-internal-integrator-karr-valves-pvt-ltd-JV_IC2941562_KO0,53_KE54,73.htm?jl=1010073699932",,Glassdoor,4ea31d2fa3fb,0,70,,,EUR,,
Global IT Software Engineer Senior Specialist,,"Berlin, Germany",India,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/global-it-software-engineer-senior-specialist-boston-consulting-group-JV_KO0,45_KE46,69.htm?jl=1010029886127",,Glassdoor,799bb67bd117,0,70,,,EUR,,
Specialty Benefits Director of Software Engineering,,"Berlin, Germany",Bengaluru,,EUR,Director (8+ years),8+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/specialty-benefits-director-of-software-engineering-optum-JV_IC2940587_KO0,51_KE52,57.htm?jl=1010023136728",,Glassdoor,71a15d9d1b7d,0,70,,,EUR,,
Sr. Software Engineer I,,"Berlin, Germany",Bengaluru,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/sr-software-engineer-i-optum-JV_IC2940587_KO0,22_KE23,28.htm?jl=1010038396306",,Glassdoor,abb431047d36,0,70,,,EUR,,
Lead Full Stack Engineer - Java and React or Angular,,"Berlin, Germany",Bengaluru,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/lead-full-stack-engineer-java-and-react-or-angular-optum-JV_IC2940587_KO0,50_KE51,56.htm?jl=1009998944735",,Glassdoor,2a864166a49b,0,70,,,EUR,,
Programmer Analyst - II,,"Berlin, Germany",Ranjangaon,,EUR,Mid-Level (2-5 years),2-5 years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/programmer-analyst-ii-jabil-JV_IC2856212_KO0,21_KE22,27.htm?jl=1010028031044",,Glassdoor,b2854a9bf51b,0,70,,,EUR,,
AI Control Research Scientist,Bosch Group,Singapore,Singapore 573943,,SGD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=61031b4f01938da5&bb=wt8-ciKSPS51YwFswlQkbqS3UZrKpxF1scAokW3gl_FnFuzd7ENtiUl4zwaOCzDm9Gkk2LN-UrMYtmnG_HCJ9vGCM7LmhbwZhj-n4N-SHMmVicptHDQgwCY5UzFdggXZ&xkcb=SoBr67M3lNhLJBSL7h0EbzkdCdPP&fccid=a2faf1301ac6ad4b&vjs=3,61031b4f01938da5,Indeed,682f6a3c11b5,0,88,,,SGD,,
Senior Angular Front-End Developer,,"Berlin, Germany",Remote,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/senior-angular-front-end-developer-freightcom-JV_KO0,34_KE35,45.htm?jl=1009959505919",,Glassdoor,bcb9769d5f25,0,70,,,EUR,,
AMI Scientist,AMI,Singapore,Singapore,,SGD,,,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=31965cb36ba49969&bb=wt8-ciKSPS51YwFswlQkbvrKEvRPZWWdRWFNdlpWwRfQCPAw1UULTk9lo6dBy6QJx1fBLLDRHkJ1u3WO5rWHsgXLUtbivUZJmICUtLv8i6P3yf4rH3l_iD4sV-GLeROY&xkcb=SoBM67M3lNhLJBSL7h0bbzkdCdPP&fccid=c64cb5d0d8350b30&vjs=3,31965cb36ba49969,Indeed,1d793a5b04d2,0,88,,,SGD,,
Full Stack Developer APAC,Aikido Security,Singapore,Hybrid work in Singapore,,SGD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=ddee17b26956ebf4&bb=3r9W94mx5mudRSCxLJSrNMC6xFVoEbHEq4HxWCkAVj1KVDwGR_qwYTa5m3RtfA3TxnuZti9zfCTr9g3eZgws7wvx_J2QQGMgN8XUcrLDswls0oDpDQP73E9WJ2iadQTA&xkcb=SoCX67M3lNhiyEyL7h0LbzkdCdPP&fccid=352dab5920708a19&vjs=3,ddee17b26956ebf4,Indeed,fe24da3bd279,0,88,,,SGD,,
Senior AI Training Framework and Algorithm Engineer,NVIDIA,"Dubai, UAE","Santa Clara, CA 95051",,AED,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=eae7aaa81622dcbf&bb=Kpf2AiX-HNtcywEbvVrmO4UhGjJ2s2GXR3ygt2zCnj77EFfXrR1xztIQzHOcJFo9P04QMtRVZoDltDeoN_ASwOSd3yzhZAuL2-Sju6uJ9N3oeXIl1Q1lmK3lzZywoxUn&xkcb=SoA467M3lNifD5wvyR0ObzkdCdPP&fccid=c267f29f0f85e8b8&vjs=3,eae7aaa81622dcbf,Indeed,1628444332df,1,68,,,AED,,
Staff Machine Learning Engineer,Adobe,"Dubai, UAE","Seattle, WA 98103 (Fremont area)",,AED,Staff (8+ years),8+ years,,On-site,,,False,False,False,,,https://www.indeed.com/rc/clk?jk=d4885650025d23cd&bb=Kpf2AiX-HNtcywEbvVrmO8Hy__UchQHXBriLUl-JE4stH5tknM9zSW56HRxQxc4e8fHQTHA4yMfPpv9_I8Y3SyniGGqFiTHvxU0czOajR21WzZAza2sVZBUsnvJ4V5XT&xkcb=SoCl67M3lNifD5wvyR0NbzkdCdPP&fccid=f89deb5a97c7738a&vjs=3,d4885650025d23cd,Indeed,7466f39feed0,0,68,,,AED,,
Audio Visual Crestron Programmer,,"Berlin, Germany",Bengaluru,,EUR,Mid-Level (2-5 years),2-5 years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/audio-visual-crestron-programmer-eos-it-solutions-JV_IC2940587_KO0,32_KE33,49.htm?jl=1009906730355",,Glassdoor,c6d8d182a40e,0,70,,,EUR,,
Lead Software Engineer - Java,,"Berlin, Germany",Bengaluru,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/lead-software-engineer-java-empower-JV_IC2940587_KO0,27_KE28,35.htm?jl=1010027380259",,Glassdoor,743bc24b0dc7,0,70,,,EUR,,
"Lead Engineer Software (Java FS, React, AWS)",,"Berlin, Germany",Bengaluru,,EUR,Senior (5+ years),5+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/lead-engineer-software-java-fs-react-aws-empower-JV_IC2940587_KO0,40_KE41,48.htm?jl=1010027380208",,Glassdoor,ebc201e168c7,0,70,,,EUR,,
Senior AI Engineer (Engineering Productivity),Binance,Singapore,Remote,,SGD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=a742d5e19f4e3aba&bb=wt8-ciKSPS51YwFswlQkbrQIGMDDymR48A0ycQcBVVJ7hHdq8NHTcl7tN11X8At7kihzJFfF0MH-LQ1mBdaPFENviN-Gf2Ek7aCiRWG3OSiapiCdXf3vY942GUDHlkbr&xkcb=SoAl67M3lNhLJBSL7h0ObzkdCdPP&fccid=ac2ee5578fa99fc9&vjs=3,a742d5e19f4e3aba,Indeed,fada4f379a38,0,88,,,SGD,,
Research Scientist (Computer Science / Data Science),Nanyang Technological University,Singapore,Singapore,,SGD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=ffca5e7740116b0d&bb=ckXMemjgfcvYlxX-WRsHhpX20udpOKVvKUdu8hnV5GTxXGP0Ajc9ulWZltljYVL39xnBYuCleZYvTzNr4uhIdtqq3kaH2y9aOGxhzdRAxAnWJDftffEmJVljBl7OSbgf&xkcb=SoAq67M3lNgSlizI750JbzkdCdPP&fccid=d869ca30ff8bbcdd&vjs=3,ffca5e7740116b0d,Indeed,94024e4d1b49,0,88,,,SGD,,
Process Scientist / Data Manager,Regional Energy Pte Ltd,Singapore,Singapore,,SGD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=14d3c5b6a4d2fb9a&bb=ckXMemjgfcvYlxX-WRsHhu4ppDuOU5m8dJmVcrcV7Mx_NRWfAqBBL6SGk7syHKhssLRIaEBknmwu4pCNlJO51kvQFssMbpg_SWxnwakZkTt8t13WNOAWNYHO-KHS8k8I&xkcb=SoCe67M3lNgSlizI750IbzkdCdPP&fccid=fd971566d7d32abd&cmp=Regional-Energy&ti=Process+Manager&vjs=3,14d3c5b6a4d2fb9a,Indeed,9e5da4603ad1,0,88,,,SGD,,
Associate IT Business Analyst,AstraZeneca,Singapore,Singapore 339510,,SGD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=1038a2024ede07a9&bb=ckXMemjgfcvYlxX-WRsHhii2zBnRIKrxRF4YEk5SYd-dkYR3pMVG608W8Kt54tL6J199N6zZQM4PUYuQYjMVmFh9visebAZohyWPZa_TvumJuKIxKRJYFxVgDntXM3Zy&xkcb=SoAQ67M3lNgSlizI750PbzkdCdPP&fccid=003656df63cede32&vjs=3,1038a2024ede07a9,Indeed,ab80a4c1c283,0,88,,,SGD,,
"Senior Data Scientist, SMAI",Micron,Singapore,Singapore,,SGD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=e17789c39f345115&bb=ckXMemjgfcvYlxX-WRsHhowiy4ojLvkR6cnkGWe-fG8KdiqQccILKiRIhymdvV0jOQYQRy-g0HZOziwXLdAyb9NqybTWy6y9osP3hz8ekMh8q9-aS1--EHuXZwUepFIq&xkcb=SoA567M3lNgSlizI750NbzkdCdPP&fccid=be240c643a8631c5&vjs=3,e17789c39f345115,Indeed,2d5932e5376c,0,88,,,SGD,,
Senior Data Scientist,Micron,Singapore,Singapore,,SGD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=3b075a5f908a8ce4&bb=ckXMemjgfcvYlxX-WRsHhnbWo-Ic88xou2xFfiIyA0HQwTURfeoxXj-8mrWgbmdK23C5fCpTnkJCZ3ZIVhhqWHenJtE9wa8qshQMIxemXQgJ52Wk2MFhkt4wZXXKkoS8&xkcb=SoCN67M3lNgSlizI750MbzkdCdPP&fccid=be240c643a8631c5&vjs=3,3b075a5f908a8ce4,Indeed,d914b4ad82a7,0,88,,,SGD,,
"SR DATA SCIENTIST, SMAI OI",Micron,Singapore,Singapore,,SGD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=ff0ac3bac43c26f4&bb=ckXMemjgfcvYlxX-WRsHhtB5fw9hxNT-edulYMmJ1Rqlgl_l8exXxMqcnRhCdq9ZEq_HMfWFf9u5KomuIQZNjlrMfslxCIX1kV8JGa3iHZ_n1bDkGCRC6JIVJWswd6M6&xkcb=SoBN67M3lNgSlizI750BbzkdCdPP&fccid=be240c643a8631c5&vjs=3,ff0ac3bac43c26f4,Indeed,cca9ef170883,0,88,,,SGD,,
AMI Engineer,AMI,Singapore,Singapore,,SGD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=355e0c2ebf08bec0&bb=ckXMemjgfcvYlxX-WRsHhtB5fw9hxNT-DvpOM0x0znyIv2r8KrL27nwSiXtNg3UE84Ypndycp4X2VCYwrFZp5YiEv7OZOnIN-0eFmCw9nHvyM5zJVEHIEF-rn-oo3npJ&xkcb=SoDD67M3lNgSlizI750GbzkdCdPP&fccid=c64cb5d0d8350b30&vjs=3,355e0c2ebf08bec0,Indeed,0610fce894cf,0,88,,,SGD,,
"Manager, Data Analyst (Audit)",Sembcorp Industries,Singapore,Central Singapore,,SGD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=a1d81a66dfd3596c&bb=ckXMemjgfcvYlxX-WRsHhj3kEhiQuKCxN4K7TKHc67-s1nzuEORQuVcOedT6iCentwt8L3PnWsT-4mwzkQsJKRB9M2M4f8kFY22EZn8PdxWf3C0w2_Hl3WxGglmJVouW&xkcb=SoBe67M3lNgSlizI750FbzkdCdPP&fccid=0da62580206b5c8f&vjs=3,a1d81a66dfd3596c,Indeed,c6ca91774371,0,88,,,SGD,,
Senior Product Analytics Engineer,Micron,Singapore,Singapore,,SGD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=044ff4d654fe9075&bb=wt8-ciKSPS51YwFswlQkbhZAAeQSt8JERjhL5THJBOqfCzeZwSJC8gsAdkblxhJZEdfirxHth7K7FLd6AQMWUpWF75RbdLotA60NLWeeMkn4PUALhJv3jKXm-e8asOt0&xkcb=SoA267M3lNhLJBSL7h0KbzkdCdPP&fccid=be240c643a8631c5&vjs=3,044ff4d654fe9075,Indeed,8bc3d9e1f3c7,0,88,,,SGD,,
SAP Intern - Machine Learning Developer,SAP,Singapore,Singapore 117440,,SGD,Entry Level (0-2 years),0-2 years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=e6ad5c5322dfc764&bb=wt8-ciKSPS51YwFswlQkbve95Cp1QRu4RQn7u7hQEjaQ3s0wUyKI-gTvWxKgXSfexNXtaNgrDansU1ra2TkocQGVBRXnCuJTNyAxLuurLohDdS5zj6uZii-xEfYrzGH_&xkcb=SoCr67M3lNhLJBSL7h0JbzkdCdPP&fccid=156c7820d1988640&vjs=3,e6ad5c5322dfc764,Indeed,ddf8248cf86f,0,88,,,SGD,,
Senior AI Data Center Network Engineer,Bitdeer Technologies Group,Singapore,Singapore,,SGD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=aaec8568b789f7aa&bb=wt8-ciKSPS51YwFswlQkblVtuRti7f4jX8hz1jHHYGYTEuUhYQVLd4qEAGJc0PEY2wlaa2ZxhSzFCNZaph95Vz5RcH819o9tEpaUHpI8fjXjT56cSuecojik1eCUv0Q4&xkcb=SoAM67M3lNhLJBSL7h0MbzkdCdPP&fccid=d291159736ed679b&vjs=3,aaec8568b789f7aa,Indeed,f7f738b14a60,0,88,,,SGD,,
Principal Software Engineer,,"Berlin, Germany",Bengaluru,,EUR,Staff (8+ years),8+ years,,On-site,,,0,0,0,,,"https://www.glassdoor.co.in/job-listing/principal-software-engineer-empower-JV_IC2940587_KO0,27_KE28,35.htm?jl=1010027380252",,Glassdoor,b723a64e59f1,0,70,,,EUR,,
Speech / Applied ML Engineer (Intern),VALSEA,Singapore,Remote in Singapore,,SGD,Entry Level (0-2 years),0-2 years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=609c5963ef43ff0a&bb=wt8-ciKSPS51YwFswlQkbrWYNn6itRVxrZfTuEW61GFAK3BDb3i5wbndHMoThCmm75gyTQkHHUDnFreZb2b_gW9Ry0rxN0oxDGKvaIfdBvIGCcXfqwMPNgAo0r0kGDFt&xkcb=SoDl67M3lNhLJBSL7h0DbzkdCdPP&fccid=de3813c83f7b8ec6&vjs=3,609c5963ef43ff0a,Indeed,a8eff29a80c8,0,88,,,SGD,,
"Staff/Sr Engineer, Data Engineer, TD Planning",Micron,Singapore,Singapore,,SGD,Staff (8+ years),8+ years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=241d0537c5935d63&bb=wt8-ciKSPS51YwFswlQkbg-cHOis4oBs4wWTaetQGfkw5BWInrsOE3m2QW_s4yw-7PhWnHV5mH0L4MFJe8wQDyUFIPYV4EUZPUpfmr_ofL03q_Ln22ToL-38NCDZsAZ1&xkcb=SoDM67M3lNhLJBSL7h0BbzkdCdPP&fccid=be240c643a8631c5&vjs=3,241d0537c5935d63,Indeed,391efc36feda,0,88,,,SGD,,
Sr Data Scientist,Micron,Singapore,Singapore,,SGD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=85d4af289ca3d44f&bb=wt8-ciKSPS51YwFswlQkbmgQpjDVgsFcUhstSmiZxJIRKOZYEKqjy-zBNTtrjSWGhdVp3p3L1_PbFtJ-LD9EVcOla2cdP9lDuRlNUHAiCBSWclFmieVQmdh01mSY_kFl&xkcb=SoB467M3lNhLJBSL7h0AbzkdCdPP&fccid=be240c643a8631c5&vjs=3,85d4af289ca3d44f,Indeed,1c990c9a116c,0,88,,,SGD,,
Data Scientist,Micron,Singapore,Singapore,,SGD,Mid-Level (2-5 years),2-5 years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=86c2cce6b0d03f47&bb=wt8-ciKSPS51YwFswlQkbjTbb9QYSh7v58GAJx-XpEjvGLgPmRY4TeaQ_suciCxSI0koQlbOIb6dX240DeqSBWlVgFMFl99bdGHPNm--1kgSkOkctwSziTraHRN2i4MU&xkcb=SoD267M3lNhLJBSL7h0HbzkdCdPP&fccid=be240c643a8631c5&vjs=3,86c2cce6b0d03f47,Indeed,1c3a8e209d28,0,88,,,SGD,,
"Intern – ML/AI Engineer (Product Engineering, STPG)",Micron,Singapore,Singapore,,SGD,Entry Level (0-2 years),0-2 years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=c7611c20e33fba3d&bb=wt8-ciKSPS51YwFswlQkbrmZh5WXri1U9s7eiw8eagohXVxrBSzCFClcoFSHUXaVen_PXynUsGo2xg1UZn1Jcl5LDnpePKFrdm0xSXwsbFxZBVs8XEaiZHScyj_Pztkz&xkcb=SoBC67M3lNhLJBSL7h0GbzkdCdPP&fccid=be240c643a8631c5&vjs=3,c7611c20e33fba3d,Indeed,5c0b928f94fa,0,88,,,SGD,,
Senior / Software Engineer (AI Computer Vision),Singapore Technologies Engineering Ltd,Singapore,Singapore,,SGD,Senior (5+ years),5+ years,,On-site,,,False,False,False,,,https://sg.indeed.com/rc/clk?jk=fd8bd6d20a3610d0&bb=wt8-ciKSPS51YwFswlQkbvXIrlT5qt7mX_Q-dQ8UfmtuOyEBlUJYmvSRGKzgFTBvpXtVmo_i5n69YUQkxDkTiOc9KfFahILtQtXTb6SrzdDm96hN8_cvDjSv29GU-qaq&xkcb=SoCC67M3lNhLJBSL7h0LbzkdCdPP&fccid=5c4ac802c7d3ee0d&vjs=3,fd8bd6d20a3610d0,Indeed,95bfc06b0ee7,0,88,,,SGD,,
